,EffectiveDate,WorkDate,QuoteQueryId,QuoteDriverId1,QuoteDriverId2,PolicyInceptionDate,ProposerYearsAtHomeAddress,AddressLine4,NCDClaimedYearsEarned,NCDDrivingExperienceYears,VehicleCode,VehicleValue,VehicleAnnualMileage,VehicleDateManufactured,VehicleImported,VehicleEngineCapacity,VehicleFuelType,VehicleSeats,VehicleDoors,VehicleOvernightLocation,VehicleBodyType,CarsInHouseHold,EmploymentStatus,LicenceType,LicenceCountry,ClaimsIndicator,VoluntaryExcess,Driver1RelationshipToProposer,Driver1Age,Driver1VehicleDrivingFrequency,Driver2RelationshipToProposer,Driver2Age,Driver2LicenceType,Driver2LicenceCountry,Driver2LicenceDate,Driver2EmploymentStatus,Driver2VehicleDrivingFrequency,Driver2ClaimsIndicator,Insurer_1GrossPremCompStepAnnual,Insurer_1NetPremCompStepAnnual,Insurer_1FeePremCompStepAnnual,Insurer_1CommissionCompStepAnnual,Insurer_1DiscountCompStep,Insurer_1IncomeIfSold,Insurer_1CustomerPrice,Insurer_2GrossPremCompStepAnnual,Insurer_2NetPremCompStepAnnual,Insurer_2FeePremCompStepAnnual,Insurer_2CommissionCompStepAnnual,Insurer_2DiscountCompStep,Insurer_2IncomeIfSold,Insurer_2CustomerPrice,Insurer_3GrossPremCompStepAnnual,Insurer_3NetPremCompStepAnnual,Insurer_3FeePremCompStepAnnual,Insurer_3CommissionCompStepAnnual,Insurer_3DiscountCompStep,Insurer_3IncomeIfSold,Insurer_3CustomerPrice,Insurer_4GrossPremCompStepAnnual,Insurer_4NetPremCompStepAnnual,Insurer_4FeePremCompStepAnnual,Insurer_4CommissionCompStepAnnual,Insurer_4DiscountCompStep,Insurer_4IncomeIfSold,Insurer_4CustomerPrice,SaleFlag,IsDirectDebit,SaleCoverType,HomeOwner,PricingModel,MarketPricePrediction
55,11/30/23,11/12/23,56386368,72315237,,11/30/23 0:00,0,Carlow,0,2,53596205,"€9,950.00",5000,1/1/13 0:00,0,1598,D,5,5,Parked On Drive,4,,Employed,Full Irish,IE,0,0,Proposer,20,Main,,,,,,,,,2371.98,2033.13,80,225.9,166.03,471.93,2618.01,1877.61,1596.86,80,157.93,131.43,369.36,2089.04,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,"€1,722.69"
57,11/30/23,11/12/23,56363011,72283480,,11/14/23 0:00,0,Tipperary,2,0,7130873,"€21,000.00",6000,1/1/16 0:00,0,1995,D,5,2,Kept On Private Property,3,,Employed,Full Irish,IE,0,0,Proposer,21,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,463.84"
58,11/30/23,11/11/23,56335413,72245137,,12/9/23 0:00,0,Dublin,1,0,95051138,"€5,000.00",3000,1/1/11 0:00,0,1398,D,5,5,Garaged,5,,Employed,Learner Permit,IE,0,0,Proposer,43,Main,,,,,,,,,1259.4,1079.49,0,119.94,53.91,173.85,1313.31,1887.18,1604.99,0,158.73,80.81,239.54,1967.99,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,High,€618.60
59,11/30/23,11/12/23,56385750,72314398,,11/24/23 0:00,0,Cork,5,0,50077208,"€9,000.00",4000,1/1/12 0:00,0,1329,P,5,5,Kept On Public Road,5,,Employed,Full Irish,IE,0,0,Proposer,29,Main,,,,,,,,,1052.86,902.45,0,100.27,-94.76,5.50999999999999,958.1,706.41,600.78,0,59.42,-63.58,-4.16,642.83,1046.2,898.79,0,99.87,-94.16,5.71000000000001,952.04,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€456.41
61,11/30/23,11/11/23,56344818,72258982,,11/12/23 0:00,0,Dublin,0,0,95052916,"€5,000.00",2000,1/1/11 0:00,0,1199,D,5,5,Garaged,5,,Employed,Full EU,RO,0,0,Proposer,23,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,"€1,667.36"
62,11/30/23,11/11/23,56337296,72247883,72247884,11/18/23 0:00,0,Meath,5,0,95052762,"€12,000.00",6000,1/1/15 0:00,0,1995,D,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,34,Infrequent (Casual),Partner,33,Full Irish,IE,11/11/13 0:00,Employed,Frequent,0,550.95,472.24,0,52.47,-12.82,39.65,538.13,1075,914.25,0,90.42,-25.02,65.4,1049.98,615,528.35,0,58.71,-14.31,44.4,600.69,,,,,,,,No Sale,0,"Third party, fire, theft",N,Low,€450.98
63,11/30/23,11/11/23,56353149,72270665,,11/23/23 0:00,0,Cavan,1,0,95052592,"€7,000.00",10000,1/1/11 0:00,0,1560,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,20,Main,,,,,,,,,2731.4,2341.2,0,260.13,174.81,434.94,2906.21,1963.49,1669.9,0,165.15,125.66,290.81,2089.15,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,566.41"
65,11/30/23,11/12/23,56382410,72309951,,11/14/23 0:00,0,Cork,0,1,4090401,"€7,000.00",9000,1/1/10 0:00,0,1968,D,5,2,Kept On Private Property,3,,Self Employed,Learner Permit,IE,0,0,Proposer,20,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€2,242.80"
66,11/30/23,11/12/23,56373823,72298124,,11/30/23 0:00,0,Limerick,0,0,95040214,"€2,000.00",8000,1/1/08 0:00,0,1229,P,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,17,Main,,,,,,,,,,,,,,,,4087.37,3476.18,0,343.8,137.62,481.42,4224.99,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€2,136.07"
67,11/30/23,11/12/23,56367122,72289102,72289103,12/9/23 0:00,0,Dublin,9,0,95052442,"€15,000.00",8000,1/1/16 0:00,0,1560,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,59,Main,,59,Full Irish,IE,11/9/03 0:00,Employed,Frequent,0,346.5,297,10,33,9.26,52.26,365.76,469.67,399.44,10,39.5,12.56,62.06,492.23,490.47,421.36,10,46.82,13.11,69.93,513.58,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€348.88
68,11/30/23,11/11/23,56342186,72254942,72254943,12/10/23 0:00,0,Clare,9,0,46544850,"€17,000.00",13000,1/1/15 0:00,0,1598,D,5,5,Kept On Private Property,4,,Employed,Full Irish,IE,0,0,Proposer,49,Infrequent (Casual),,49,Full Irish,IE,11/11/03 0:00,Household Duties,Frequent,0,410.4,351.77,10,39.09,0,49.09,420.4,607.65,516.79,35,51.11,0,86.11,642.65,616.1,529.3,35,58.81,0,93.81,651.1,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€341.90
69,11/30/23,11/11/23,56346336,72261213,,11/11/23 0:00,0,Cork,0,0,95053631,"€10,000.00",5000,1/1/14 0:00,0,1560,D,5,5,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,26,Main,,,,,,,,,3072.46,2633.53,0,292.62,188.37,480.99,3260.83,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,357.99"
70,11/30/23,11/11/23,56357114,72275973,,11/23/23 0:00,0,Dublin,0,0,50077215,"€13,000.00",4000,1/1/13 0:00,0,1798,P,5,5,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,40,Main,,,,,,,,,2051.33,1758.29,0,195.36,131.29,326.65,2182.62,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,076.91"
71,11/30/23,11/11/23,56347015,72262165,72262166,11/11/23 0:00,0,Meath,9,0,4060401,"€8,000.00",4000,1/1/08 0:00,0,1984,P,5,2,Parked On Drive,3,,Retired,Full Irish,IE,0,0,Proposer,79,Main,Tenant,39,Full Irish,IE,11/10/16 0:00,Employed,Frequent,0,1073.84,920.43,0,102.27,117.65,219.92,1191.49,1253.4,1065.97,0,105.43,137.32,242.75,1390.72,1115.66,958.47,0,106.5,122.23,228.73,1237.89,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€519.12
73,11/30/23,11/11/23,56350347,72266812,,11/12/23 0:00,0,Kildare,8,0,4042501,"€1,500.00",8000,1/1/06 0:00,0,1986,D,5,4,Garaged,9,,Employed,Full EU,RO,0,0,Proposer,33,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€715.90
75,11/30/23,11/11/23,56338229,72249197,72249198,11/27/23 0:00,0,Kildare,7,0,22537068,"€20,000.00",15000,1/1/20 0:00,0,1591,,5,,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,28,Main,,30,Full Irish,IE,11/11/21 0:00,Self Employed,Frequent,0,726.2,622.46,35,69.16,-36.31,67.85,724.89,882.79,750.79,35,74.25,-44.14,65.11,873.65,522.08,448.52,35,49.84,-26.1,58.74,530.98,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€477.39
77,11/30/23,11/11/23,56346266,72261117,,11/26/23 0:00,0,Dublin,2,0,41618201,"€4,500.00",6000,1/1/10 0:00,0,1461,D,5,3,Kept On Public Road,5,,Employed,Full Irish,IE,0,0,Proposer,24,Main,,,,,,,,,1557.21,1334.75,80,148.31,0,228.31,1637.21,1430.84,1216.88,80,120.35,0,200.35,1510.84,,,,,,,,,,,,,,,Insurer_18,0,Comprehensive,N,Other,€790.05
78,11/30/23,11/11/23,56342413,72255287,,11/18/23 0:00,0,Carlow,9,0,7098501,"€7,000.00",5000,1/1/10 0:00,0,1995,D,5,4,Kept On Private Property,9,,Unemployed,Full EU,PL,0,0,Proposer,42,Main,,,,,,,,,919.57,788.2,0,87.58,45.42,133,964.99,,,,,,,,807.22,693.49,0,77.05,39.87,116.92,847.09,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€584.28
79,11/30/23,11/12/23,56369508,72292278,72292279,12/5/23 0:00,0,Dublin,8,0,95051870,"€12,000.00",10000,1/1/11 0:00,0,1995,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,31,Main,,29,Full Irish,IE,11/12/15 0:00,Employed,Frequent,0,,,,,,,,1384.58,1177.54,0,116.46,166.15,282.61,1550.73,1176.62,1010.84,0,112.32,141.19,253.51,1317.81,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€640.95
80,11/30/23,11/11/23,56346094,72260858,72260859,11/30/23 0:00,0,Dublin,9,0,28811419,"€14,000.00",5000,1/1/15 0:00,0,1798,P,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,47,Infrequent (Casual),,42,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,346.5,297,10,33,0,43,356.5,686.29,583.66,35,57.73,0,92.73,721.29,600.2,515.64,35,57.29,0,92.29,635.2,,,,,,,,Insurer_1,0,Comprehensive,Y,Other,€329.75
81,11/30/23,11/11/23,56341404,72253805,,11/21/23 0:00,0,Cork,9,0,95053727,"€10,000.00",3000,1/1/13 0:00,0,1997,D,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,43,Main,,,,,,,,,552.66,473.71,0,52.63,-29.98,22.65,522.68,759.3,645.76,0,63.87,-41.19,22.68,718.11,618.2,531.1,0,59.01,-33.54,25.47,584.66,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€453.14
82,11/30/23,11/11/23,56349066,72264924,,11/17/23 0:00,0,Dublin,1,0,95010912,"€2,600.00",10000,1/1/07 0:00,0,1390,P,5,5,Parked On Drive,5,,Employed,Learner Permit,IE,0,0,Proposer,40,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€537.22
83,11/30/23,11/12/23,56370431,72293386,,11/12/23 0:00,0,Dublin,1,0,7131106,"€20,000.00",5000,1/1/15 0:00,0,2993,D,5,4,Garaged,9,,Employed,Full Irish,IE,0,0,Proposer,22,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,"€1,391.37"
84,11/30/23,11/11/23,56347471,72262737,,11/13/23 0:00,0,Kildare,0,0,95010782,"€3,000.00",12000,1/1/06 0:00,0,1390,P,5,4,Kept On Private Property,9,,Employed,Provisional Irish,IE,0,0,Proposer,18,Main,,,,,,,,,6468.26,5544.23,0,616.02,360.02,976.04,6828.28,4408.36,3749.16,0,370.8,348.08,718.88,4756.44,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,High,"€2,025.91"
85,11/30/23,11/12/23,56382823,72310509,,11/14/23 0:00,0,Clare,6,0,46530201,"€6,000.00",10000,1/1/11 0:00,0,1968,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,1,0,Proposer,45,Main,,,,,,,,,1063.35,911.44,50,101.27,-53.17,98.1,1060.18,1041.98,886.17,50,87.64,-52.1,85.54,1039.88,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€507.05
86,11/30/23,11/12/23,56379538,72305976,,11/13/23 0:00,0,Cork,0,0,95500112,"€2,500.00",6000,1/1/05 0:00,0,1299,P,5,5,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,28,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,327.31"
87,11/30/23,11/12/23,56381918,72309253,,11/20/23 0:00,0,Mayo,1,0,50053801,"€3,000.00",7000,1/1/07 0:00,0,2231,D,5,5,Kept On Private Property,4,,Self Employed,Full EU,IT,0,0,Proposer,58,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€648.37
88,11/30/23,11/11/23,56336806,72247185,,11/13/23 0:00,0,Tipperary,0,0,95054376,"€7,500.00",10000,1/1/14 0:00,0,1364,D,5,4,Garaged,9,,Employed,Learner Permit,IE,0,0,Proposer,44,Main,,,,,,,,,2576.78,2208.67,0,245.41,193.13,438.54,2769.91,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,High,"€1,079.68"
89,11/30/23,11/12/23,56364688,72285847,,12/6/23 0:00,0,Galway,6,0,7098501,"€8,000.00",8000,1/1/12 0:00,0,1995,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,37,Main,,,,,,,,,820.38,703.18,0,78.13,3.18,81.31,823.56,1177.57,1001.48,0,99.05,4.56,103.61,1182.13,998.24,857.59,0,95.29,3.86,99.15,1002.1,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€611.95
90,11/30/23,11/11/23,56344663,72258764,,11/14/23 0:00,0,Dublin,0,0,53628380,"€12,995.00",1000,1/1/15 0:00,0,1598,D,5,4,Kept On Private Property,9,,Employed,Provisional Irish,IE,0,0,Proposer,31,Main,,,,,,,,,2214.56,1898.19,0,210.91,141.73,352.64,2356.29,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,187.40"
91,11/30/23,11/11/23,56348802,72264610,72264611,11/18/23 0:00,0,Kildare,9,0,95057579,"€39,000.00",12000,1/1/18 0:00,0,1995,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,45,Infrequent (Casual),,50,Full Irish,IE,11/11/03 0:00,Household Duties,Frequent,0,566.71,485.75,35,53.97,0,88.97,601.71,971.61,826.33,35,81.72,0,116.72,1006.61,617.49,530.49,35,58.94,0,93.94,652.49,0,0,0,0,0,,,No Sale,0,"Third party, fire, theft",Y,Other,€432.08
92,11/30/23,11/12/23,56366186,72287851,,11/29/23 0:00,0,Tipperary,9,0,95040312,"€3,000.00",3000,1/1/07 0:00,0,2500,P,5,4,Garaged,9,,Employed,Full Irish,IE,0,0,Proposer,38,Main,,,,,,,,,,,,,,,,1297.23,1103.25,0,109.11,116,225.11,1413.23,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€414.42
93,11/30/23,11/11/23,56351932,72268935,,11/12/23 0:00,0,Galway,0,0,95050219,"€1,000.00",3000,1/1/07 0:00,0,1399,P,5,3,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,32,Main,,,,,,,,,3035.66,2601.99,0,289.11,190.21,479.32,3225.87,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,326.11"
95,11/30/23,11/11/23,56358218,72277343,,11/12/23 0:00,0,Sligo,0,0,95053588,"€2,000.00",5000,1/1/12 0:00,0,1198,P,5,5,Kept On Private Property,5,,Self Employed,Provisional Irish,IE,0,0,Proposer,55,,,,,,,,,,2973.12,2548.39,0,283.15,190.28,473.43,3163.4,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,280.52"
96,11/30/23,11/11/23,56354293,72272187,,11/18/23 0:00,0,Limerick,0,2,50077429,"€17,500.00",7000,1/1/17 0:00,0,1598,D,5,4,Parked On Drive,9,,Employed,Full Irish,IE,0,0,Proposer,33,Frequent,,,,,,,,,1514.38,1298.04,80,144.23,0,224.23,1594.38,2639.35,2244.68,80,222,0,302,2719.35,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,"€1,001.47"
97,11/30/23,11/12/23,56366196,72287875,72287876,12/5/23 0:00,0,Waterford,6,0,95061618,"€19,500.00",10000,1/1/20 0:00,0,1199,,5,,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,52,Main,,44,Full Irish,IE,11/12/04 0:00,Self Employed,Frequent,0,762.91,653.92,35,72.66,-38.15,69.51,759.76,919.11,781.67,35,77.31,-45.96,66.35,908.15,1295.76,1113.19,50,123.69,-64.79,108.9,1280.97,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€539.08
98,11/30/23,11/11/23,56346603,72261630,,11/11/23 0:00,0,Dublin,0,6,95057667,"€13,000.00",14000,1/1/17 0:00,0,1461,D,5,4,Garaged,9,,Employed,Full Irish,IE,0,0,Proposer,30,Main,,,,,,,,,,,,,,,,1206.99,1026.51,0,101.52,-108.63,-7.11,1098.36,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,"€1,014.10"
99,11/30/23,11/11/23,56352348,72269543,72269544,11/20/23 0:00,0,Cork,3,0,95060423,"€32,000.00",20000,1/1/21 0:00,0,1995,,5,,Kept On Private Property,9,,Employed,Full Irish,IE,0,0,Proposer,30,Main,Relative,63,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,1076.45,922.67,0,102.52,129.17,231.69,1205.62,1191.31,1013.17,0,100.2,142.96,243.16,1334.27,889.83,764.46,0,84.94,106.78,191.72,996.61,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€675.34
100,11/30/23,11/11/23,56356131,72274571,,11/30/23 0:00,0,Waterford,9,0,95052243,"€6,000.00",7000,1/1/11 0:00,0,1685,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,36,Main,,,,,,,,,733.36,628.6,0,69.84,88,157.84,821.36,659.87,561.2,0,55.5,79.18,134.68,739.05,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,€558.51
101,11/30/23,11/11/23,56353108,72270608,,12/10/23 0:00,0,Mayo,9,0,95055983,"€10,000.00",5000,1/1/15 0:00,0,1998,D,5,4,Kept On Private Property,9,,Employed,Full Irish,IE,0,0,Proposer,57,Main,,,,,,,,,641.91,550.21,35,61.13,0,96.13,676.91,724.5,616.16,35,60.94,0,95.94,759.5,1252.58,1076.1,50,119.57,0,169.57,1302.58,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€432.55
102,11/30/23,11/11/23,56344365,72258350,72258351,11/27/23 0:00,0,Clare,0,1,95053429,"€7,000.00",10000,1/1/13 0:00,0,999,P,5,3,Kept On Private Property,5,,Employed,Full EU,RO,0,0,Proposer,25,Main,Partner,23,Full EU,PT,11/11/19 0:00,Unemployed,Frequent,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,High,"€1,471.89"
103,11/30/23,11/11/23,56336990,72247460,72247461,11/11/23 0:00,0,Kildare,3,0,7130954,"€17,000.00",4000,1/1/18 0:00,0,1496,D,5,5,Parked On Drive,5,,Employed,Full Irish,IE,0,0,Proposer,37,Main,,31,Provisional Irish,IE,11/11/23 0:00,Employed,Frequent,0,1228.91,1053.35,50,117.04,-61.45,105.59,1217.46,1558.1,1325.11,80,131.06,-77.91,133.15,1560.19,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€674.19
104,11/30/23,11/12/23,56385970,72314665,72314666,12/4/23 0:00,0,Mayo,0,6,4070201,"€9,000.00",10000,1/1/14 0:00,0,1968,D,5,4,Kept On Private Property,9,,Employed,Full Irish,IE,0,0,Proposer,43,Main,,48,Full Irish,IE,11/12/03 0:00,Employed,Frequent,0,435.68,373.44,10,41.49,0,51.49,445.68,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€867.78
106,11/30/23,11/11/23,56340869,72252957,,12/11/23 0:00,0,Galway,0,2,95053893,"€12,000.00",10000,1/1/14 0:00,0,1364,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,32,Main,,,,,,,,,1967.02,1686.01,0,187.34,-24.39,162.95,1942.63,,,,,,,,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,012.87"
107,11/30/23,11/11/23,56357295,72276202,72276203,12/11/23 0:00,0,Kerry,4,0,95061618,"€21,250.00",10000,1/1/21 0:00,0,1199,,5,,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,32,Main,,34,Full Irish,IE,11/11/07 0:00,Employed,Frequent,0,431.71,370.03,10,41.12,0,51.12,441.71,704.42,599.09,35,59.25,0,94.25,739.42,422,362.55,10,40.28,0,50.28,432,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€379.43
108,11/30/23,11/12/23,56385608,72314214,,11/13/23 0:00,0,Dublin,0,0,17578602,"€3,000.00",12000,1/1/08 0:00,0,1388,P,5,5,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,29,Main,,,,,,,,,3075.44,2636.09,0,292.9,21.41,314.31,3096.85,2276,1935.66,0,191.44,15.84,207.28,2291.84,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Low,"€1,082.97"
109,11/30/23,11/11/23,56347536,72262840,72262841,11/23/23 0:00,0,Cork,2,0,22515002,"€5,000.00",10000,1/1/09 0:00,0,2188,D,5,5,Kept On Private Property,4,,Employed,Full Irish,IE,0,0,Proposer,24,Main,Relative,58,Full Irish,IE,11/11/18 0:00,Employed,Frequent,0,,,,,,,,1255.98,1068.18,0,105.64,71.13,176.77,1327.11,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€896.46
110,11/30/23,11/11/23,56349491,72265606,,11/11/23 0:00,0,Carlow,2,0,53589602,"€20,950.00",6000,1/1/18 0:00,0,1968,D,5,4,Kept On Private Property,9,,Employed,Full Irish,IE,0,0,Proposer,25,,,,,,,,,,1391.42,1192.64,50,132.52,0,182.52,1441.42,1728.36,1469.91,80,145.38,0,225.38,1808.36,,,,,,,,,,,,,,,Insurer_17,0,Comprehensive,N,Other,€851.86
111,11/30/23,11/11/23,56341903,72254493,72254494,11/13/23 0:00,0,Wexford,0,0,53566902,"€2,750.00",8000,1/1/06 0:00,0,1198,P,5,5,Garaged,5,,Employed,Provisional Irish,IE,0,0,Proposer,24,Main,Partner,25,Full Irish,IE,11/11/18 0:00,Employed,Frequent,0,2849.84,2442.72,0,271.41,341.98,613.39,3191.82,1664.86,1415.91,0,140.04,199.78,339.82,1864.64,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Challenger,"€1,233.00"
112,11/30/23,11/11/23,56353821,72271513,72271514,12/3/23 0:00,0,Carlow,2,0,7084602,"€4,000.00",9000,1/1/10 0:00,0,1995,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,25,Main,,27,Full Irish,IE,11/11/22 0:00,Employed,Frequent,0,1551.77,1330.09,80,147.79,-77.59,150.2,1554.18,1774.88,1509.48,80,149.29,-88.74,140.55,1766.14,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,€826.08
113,11/30/23,11/12/23,56367397,72289435,,11/19/23 0:00,0,Tipperary,0,2,53628490,"€18,000.00",15000,1/1/17 0:00,0,1968,D,5,5,Kept On Private Property,5,,Employed,Full Irish,IE,0,0,Proposer,37,Main,,,,,,,,,1534.83,1315.57,0,146.17,1.63,147.8,1536.46,1633.93,1389.61,0,137.43,1.72,139.15,1635.65,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,"€1,039.03"
114,11/30/23,11/12/23,56367833,72290011,,11/13/23 0:00,0,Dublin,0,0,95055045,"€15,899.00",5000,1/1/17 0:00,0,1199,P,5,5,Parked On Drive,5,,Employed,Provisional Irish,IE,0,0,Proposer,29,Main,,,,,,,,,2414.92,2069.93,0,229.99,70.59,300.58,2485.51,2950.42,2509.23,0,248.17,86.24,334.41,3036.66,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Champion,"€1,152.10"
115,11/30/23,11/12/23,56372997,72296903,,11/13/23 0:00,0,Dublin,0,0,17551402,"€1,700.00",1000,1/1/06 0:00,0,1388,P,5,5,Garaged,5,,Employed,Learner Permit,IE,0,0,Proposer,29,Main,,,,,,,,,3429.64,2939.69,80,326.63,0,406.63,3509.64,2212.26,1881.45,80,186.08,0,266.08,2292.26,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Other,"€1,277.67"
116,11/30/23,11/12/23,56379141,72305503,,11/20/23 0:00,0,Dublin,1,0,50039303,"€1,700.00",10000,1/1/04 0:00,0,998,P,5,5,Kept On Private Property,5,,Employed,Provisional Irish,IE,0,0,Proposer,41,Main,,,,,,,,,,,,,,,,2488.69,2116.55,0,209.33,143.22,352.55,2631.91,,,,,,,,,,,,,,,No Sale,0,"Third party, fire, theft",N,Champion,€724.03
117,11/30/23,11/11/23,56350557,72267096,72267097,11/17/23 0:00,0,Galway,9,0,41685262,"€10,000.00",5000,1/1/19 0:00,0,1332,,5,,Kept On Private Property,4,,Employed,Full Irish,IE,0,0,Proposer,38,Infrequent (Casual),,47,Full Irish,IE,11/11/03 0:00,Employed,Frequent,0,,,,,,,,977.36,831.21,35,82.21,0,117.21,1012.36,499.84,429.42,10,47.71,0,57.71,509.84,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€342.13
118,11/30/23,11/12/23,56365705,72287253,,11/20/23 0:00,0,Meath,9,0,95059889,"€22,000.00",10000,1/1/22 0:00,0,1497,,5,,Kept On Private Property,5,,Household Duties,Full Irish,IE,0,0,Proposer,65,Main,,,,,,,,,522.11,447.53,35,49.72,0,84.72,557.11,588.84,500.79,35,49.53,0,84.53,623.84,559.39,480.57,35,53.4,0,88.4,594.39,,,,,,,,No Sale,0,"Third party, fire, theft",Y,Other,€343.31
